order_id,order_date,total_cost,employee_id
3062,2025-03-01 12:50:15,6.25,2
3063,2025-03-01 12:13:19,20.25,7
3064,2025-03-01 12:08:51,13.75,8
3065,2025-03-01 12:48:52,15.5,3
3066,2025-03-01 12:21:07,6.25,1
3067,2025-03-01 12:41:39,7.25,12
3068,2025-03-01 12:27:49,7.0,11
3069,2025-03-01 12:14:47,7.25,1
3070,2025-03-01 12:06:14,13.0,7
3071,2025-03-01 12:30:12,6.25,8
3072,2025-03-01 12:00:32,6.5,6
3073,2025-03-01 12:41:45,7.25,7
3074,2025-03-01 12:27:53,7.5,11
3075,2025-03-01 12:48:04,17.75,10
3076,2025-03-01 12:59:10,17.0,10
3077,2025-03-01 12:24:46,8.0,11
3078,2025-03-01 12:05:43,7.0,1
3079,2025-03-01 12:47:29,7.25,1
3080,2025-03-01 12:58:32,8.75,2
3081,2025-03-01 12:52:11,21.0,9
3082,2025-03-01 13:47:45,7.5,1
3083,2025-03-01 13:45:08,6.5,9
3084,2025-03-01 13:53:38,7.5,3
3085,2025-03-01 13:15:07,7.0,12
3086,2025-03-01 13:10:55,7.5,12
3087,2025-03-01 13:40:18,15.75,9
3088,2025-03-01 13:20:02,7.75,5
3089,2025-03-01 13:35:34,8.0,12
3090,2025-03-01 13:48:39,7.75,2
3091,2025-03-01 13:21:31,13.75,12
3092,2025-03-01 13:57:15,8.75,8
3093,2025-03-01 13:05:30,7.5,7
3094,2025-03-01 13:46:19,6.25,7
3095,2025-03-01 13:57:43,9.0,10
3096,2025-03-01 13:05:19,8.0,4
3097,2025-03-01 13:42:19,6.25,8
3098,2025-03-01 13:28:13,21.5,7
3099,2025-03-01 13:14:47,8.25,1
3100,2025-03-01 13:20:10,13.5,5
3101,2025-03-01 13:56:29,12.75,10
3102,2025-03-01 13:58:00,6.25,3
3103,2025-03-01 13:27:22,7.0,11
3104,2025-03-01 13:41:16,7.5,4
3105,2025-03-01 13:30:28,15.0,4
3106,2025-03-01 13:10:49,14.25,3
3107,2025-03-01 13:10:09,6.75,9
3108,2025-03-01 13:42:59,6.5,4
3109,2025-03-01 13:02:23,15.25,1
3110,2025-03-01 13:52:28,8.75,12
3111,2025-03-01 13:25:57,14.0,10
3112,2025-03-01 13:50:36,6.5,7
3113,2025-03-01 13:23:17,6.75,3
3114,2025-03-01 13:26:50,7.0,8
3115,2025-03-01 13:14:04,8.0,3
3116,2025-03-01 13:13:46,16.5,5
3117,2025-03-01 14:04:30,6.5,4
3118,2025-03-01 14:56:53,6.5,7
3119,2025-03-01 14:43:59,7.0,5
3120,2025-03-01 14:09:18,6.5,8
3121,2025-03-01 14:04:05,13.0,10
3122,2025-03-01 14:15:53,7.75,8
3123,2025-03-01 14:15:23,9.25,5
3124,2025-03-01 14:07:10,15.5,9
3125,2025-03-01 14:36:33,16.75,11
3126,2025-03-01 14:11:54,9.25,7
3127,2025-03-01 14:34:52,6.5,1
3128,2025-03-01 14:00:34,8.5,2
3129,2025-03-01 14:09:14,16.75,8
3130,2025-03-01 14:27:06,7.25,1
3131,2025-03-01 14:27:50,22.25,8
3132,2025-03-01 14:29:04,6.75,3
3133,2025-03-01 14:03:29,16.0,12
3134,2025-03-01 14:11:10,7.75,3
3135,2025-03-01 14:32:18,8.5,1
3136,2025-03-01 14:03:05,8.0,1
3137,2025-03-01 14:24:44,7.5,3
3138,2025-03-01 15:57:07,6.75,8
3139,2025-03-01 15:52:42,13.5,9
3140,2025-03-01 15:15:22,7.0,9
3141,2025-03-01 15:31:36,9.25,2
3142,2025-03-01 15:23:45,6.5,2
3143,2025-03-01 15:32:39,6.75,1
3144,2025-03-01 15:39:29,8.0,8
3145,2025-03-01 15:36:46,6.25,6
3146,2025-03-01 15:04:29,7.25,8
3147,2025-03-01 15:49:53,15.25,2
3148,2025-03-01 15:38:41,13.75,8
3149,2025-03-01 15:51:55,7.25,8
3150,2025-03-01 15:49:44,16.25,5
3151,2025-03-01 15:50:32,8.25,7
3152,2025-03-01 15:32:17,14.5,2
3153,2025-03-01 15:29:42,7.5,4
3154,2025-03-01 15:32:19,13.75,9
3155,2025-03-01 15:23:11,15.5,12
3156,2025-03-01 15:30:06,14.5,9
3157,2025-03-01 15:56:34,7.5,4
3158,2025-03-01 15:46:29,7.25,1
3159,2025-03-01 16:21:23,7.0,8
3160,2025-03-01 16:43:34,6.5,7
3161,2025-03-01 16:09:22,6.5,10
3162,2025-03-01 16:20:08,6.75,5
3163,2025-03-01 16:11:40,7.5,7
3164,2025-03-01 16:21:57,23.25,3
3165,2025-03-01 16:25:50,6.25,1
3166,2025-03-01 16:48:02,8.5,5
3167,2025-03-01 16:25:41,9.75,8
3168,2025-03-01 16:02:14,6.75,6
3169,2025-03-01 16:14:00,15.0,11
3170,2025-03-01 16:43:37,15.0,10
3171,2025-03-01 16:25:48,6.5,7
3172,2025-03-01 16:16:23,7.25,3
3173,2025-03-01 16:06:13,7.75,3
3174,2025-03-01 16:49:09,16.25,10
3175,2025-03-01 16:32:02,14.25,9
3176,2025-03-01 16:31:32,6.25,10
3177,2025-03-01 16:55:47,13.25,9
3178,2025-03-01 16:55:27,9.25,5
3179,2025-03-01 16:21:16,23.75,8
3180,2025-03-01 17:33:53,14.0,2
3181,2025-03-01 17:48:13,7.75,7
3182,2025-03-01 17:05:47,7.75,12
3183,2025-03-01 17:45:47,7.0,4
3184,2025-03-01 17:02:25,8.75,5
3185,2025-03-01 17:44:18,15.75,9
3186,2025-03-01 17:18:12,16.25,4
3187,2025-03-01 17:45:36,7.0,12
3188,2025-03-01 17:19:35,6.25,7
3189,2025-03-01 17:42:27,6.75,10
3190,2025-03-01 17:30:18,9.5,9
3191,2025-03-01 17:47:41,14.0,6
3192,2025-03-01 17:21:52,6.5,10
3193,2025-03-01 17:59:36,7.0,4
3194,2025-03-01 17:23:48,6.5,7
3195,2025-03-01 17:35:11,6.75,11
3196,2025-03-01 17:02:08,15.25,10
3197,2025-03-01 17:04:44,7.0,10
3198,2025-03-01 17:47:54,9.25,11
3199,2025-03-01 17:03:07,7.0,6
3200,2025-03-01 17:19:09,7.25,10
3201,2025-03-01 17:03:03,16.5,6
3202,2025-03-01 17:43:37,7.0,12
3203,2025-03-01 17:57:49,6.25,8
3204,2025-03-01 17:59:39,7.25,1
3205,2025-03-01 17:32:46,6.75,3
3206,2025-03-01 17:34:33,14.5,4
3207,2025-03-01 17:29:51,6.25,3
3208,2025-03-01 17:42:03,7.5,12
3209,2025-03-01 18:49:53,13.75,6
3210,2025-03-01 18:13:27,6.5,5
3211,2025-03-01 18:34:58,6.75,10
3212,2025-03-01 18:53:49,8.0,7
3213,2025-03-01 18:33:07,14.75,10
3214,2025-03-01 18:51:01,7.5,2
3215,2025-03-01 18:37:54,6.25,5
3216,2025-03-01 18:22:47,14.0,10
3217,2025-03-01 18:03:55,6.5,2
3218,2025-03-01 18:09:19,6.25,10
3219,2025-03-01 18:16:03,7.0,7
3220,2025-03-01 18:32:30,8.0,9
3221,2025-03-01 18:16:07,8.25,5
3222,2025-03-01 18:07:40,7.0,12
3223,2025-03-01 18:38:33,8.0,12
3224,2025-03-01 18:32:59,6.5,5
3225,2025-03-01 18:38:26,7.25,8
3226,2025-03-01 18:42:45,20.75,2
3227,2025-03-01 18:37:00,7.5,2
3228,2025-03-01 18:10:58,6.5,5
3229,2025-03-01 18:15:22,6.75,10
3230,2025-03-01 18:10:58,8.75,11
3231,2025-03-01 18:00:27,18.5,5
3232,2025-03-01 18:37:57,6.5,11
3233,2025-03-01 18:56:12,8.5,4
3234,2025-03-01 18:03:23,7.75,3
3235,2025-03-01 18:02:09,8.25,2
3236,2025-03-01 18:52:27,5.75,11
3237,2025-03-01 18:38:53,13.5,11
3238,2025-03-01 19:12:32,14.25,6
3239,2025-03-01 19:27:49,8.0,8
3240,2025-03-01 19:13:16,14.75,2
3241,2025-03-01 19:36:07,8.75,8
3242,2025-03-01 19:14:32,6.5,11
3243,2025-03-01 19:31:17,16.75,8
3244,2025-03-01 19:10:38,6.25,9
3245,2025-03-01 19:49:33,17.25,7
3246,2025-03-01 19:14:14,7.75,9
3247,2025-03-01 19:44:21,7.25,10
3248,2025-03-01 19:18:40,7.0,3
3249,2025-03-01 19:52:34,8.75,11
3250,2025-03-01 19:45:10,7.5,6
3251,2025-03-01 19:43:07,8.75,7
3252,2025-03-01 19:57:04,6.5,8
3253,2025-03-01 19:43:47,8.5,1
3254,2025-03-01 19:07:59,13.5,4
3255,2025-03-01 19:35:22,6.25,5
3256,2025-03-01 19:57:22,6.5,4
3257,2025-03-01 19:10:14,8.5,11
3258,2025-03-01 19:47:55,14.5,3
3259,2025-03-01 19:28:27,13.5,3
3260,2025-03-01 19:45:03,14.5,2
3261,2025-03-01 19:39:44,11.75,7
3262,2025-03-01 19:52:38,20.0,6
3263,2025-03-01 19:54:00,14.0,11
3264,2025-03-01 19:55:16,15.0,8
3265,2025-03-01 19:33:38,8.25,1
3266,2025-03-01 19:19:01,16.5,1
3267,2025-03-01 20:55:08,7.0,1
3268,2025-03-01 20:04:46,16.0,6
3269,2025-03-01 20:22:43,6.5,4
3270,2025-03-01 20:25:40,7.5,1
3271,2025-03-01 20:56:48,7.75,8
3272,2025-03-01 20:27:38,7.25,10
3273,2025-03-01 20:10:55,7.0,11
3274,2025-03-01 20:10:46,7.25,9
3275,2025-03-01 20:51:31,13.5,4
3276,2025-03-01 20:52:47,7.25,5
3277,2025-03-01 20:44:22,7.0,2
3278,2025-03-01 20:55:52,7.0,1
3279,2025-03-01 20:52:25,6.75,9
3280,2025-03-01 20:59:38,16.0,8
3281,2025-03-01 20:21:41,6.5,6
3282,2025-03-01 20:14:29,6.5,12
3283,2025-03-01 20:01:39,13.75,2
3284,2025-03-01 20:54:21,7.5,4
3285,2025-03-01 20:08:15,7.5,2
3286,2025-03-01 20:32:50,7.75,7
3287,2025-03-01 20:27:05,8.5,1
3288,2025-03-01 20:17:21,8.25,3
3289,2025-03-01 20:11:03,7.75,8
3290,2025-03-01 20:52:27,6.25,11
3291,2025-03-01 20:48:43,14.25,5
3292,2025-03-01 20:22:34,8.25,7
3293,2025-03-01 20:54:13,8.5,1
3294,2025-03-01 20:02:24,13.0,3
3295,2025-03-01 20:21:33,21.75,8
3296,2025-03-01 21:42:00,23.5,4
3297,2025-03-01 21:07:08,6.5,1
3298,2025-03-01 21:38:41,7.25,11
3299,2025-03-01 21:57:57,8.25,12
3300,2025-03-01 21:26:12,9.25,10
3301,2025-03-02 08:34:24,13.0,1
3302,2025-03-02 08:54:43,13.5,6
3303,2025-03-02 08:36:35,7.25,10
3304,2025-03-02 08:05:16,6.75,1
3305,2025-03-02 08:16:00,8.25,5
3306,2025-03-02 08:46:33,23.5,2
3307,2025-03-02 08:42:02,7.75,1
3308,2025-03-02 08:55:42,7.75,4
3309,2025-03-02 08:51:27,6.5,9
3310,2025-03-02 08:28:02,15.0,12
3311,2025-03-02 08:13:51,8.0,8
3312,2025-03-02 09:59:01,15.75,4
3313,2025-03-02 09:02:53,8.75,4
3314,2025-03-02 09:30:00,7.0,7
3315,2025-03-02 09:05:27,6.5,4
3316,2025-03-02 09:31:15,9.0,9
3317,2025-03-02 09:25:07,7.0,6
3318,2025-03-02 09:45:46,7.75,2
3319,2025-03-02 09:38:56,13.25,2
3320,2025-03-02 09:56:47,7.5,1
3321,2025-03-02 09:51:20,7.0,6
3322,2025-03-02 09:20:11,16.75,11
3323,2025-03-02 10:06:34,8.25,5
3324,2025-03-02 10:42:33,13.5,6
3325,2025-03-02 10:18:12,6.25,7
3326,2025-03-02 10:32:39,16.75,5
3327,2025-03-02 10:16:52,6.75,1
3328,2025-03-02 10:07:09,6.75,6
3329,2025-03-02 10:42:39,9.0,3
3330,2025-03-02 10:37:57,9.25,10
3331,2025-03-02 10:10:52,20.0,1
3332,2025-03-02 10:01:20,15.75,5
3333,2025-03-02 10:45:32,7.0,9
3334,2025-03-02 11:31:35,6.25,7
3335,2025-03-02 11:50:32,15.0,2
3336,2025-03-02 11:53:10,13.75,2
3337,2025-03-02 11:33:57,9.25,12
3338,2025-03-02 11:59:08,9.0,6
3339,2025-03-02 11:09:57,7.0,11
3340,2025-03-02 11:23:29,9.0,9
3341,2025-03-02 11:43:30,6.75,12
3342,2025-03-02 11:23:00,8.25,3
3343,2025-03-02 11:15:40,7.75,12
3344,2025-03-02 11:05:30,6.5,8
3345,2025-03-02 11:04:22,7.75,11
3346,2025-03-02 11:25:54,8.25,11
3347,2025-03-02 11:54:33,6.25,10
3348,2025-03-02 11:50:12,7.75,3
3349,2025-03-02 11:13:00,9.25,5
3350,2025-03-02 11:38:50,6.5,10
3351,2025-03-02 11:30:21,12.75,9
3352,2025-03-02 11:36:27,6.5,8
3353,2025-03-02 11:32:45,8.25,1
3354,2025-03-02 11:27:13,7.75,7
3355,2025-03-02 11:09:13,15.25,9
3356,2025-03-02 11:32:17,17.25,6
3357,2025-03-02 11:47:42,8.0,11
3358,2025-03-02 11:02:17,13.5,4
3359,2025-03-02 11:45:23,6.75,2
3360,2025-03-02 11:08:54,7.0,3
3361,2025-03-02 11:56:10,7.0,10
3362,2025-03-02 11:18:39,26.5,5
3363,2025-03-02 11:08:20,7.75,6
3364,2025-03-02 11:15:17,7.25,5
3365,2025-03-02 11:54:54,14.75,5
3366,2025-03-02 11:28:03,13.75,3
3367,2025-03-02 11:51:46,8.0,4
3368,2025-03-02 11:28:11,7.75,3
3369,2025-03-02 12:39:19,8.0,2
3370,2025-03-02 12:26:26,6.75,1
3371,2025-03-02 12:00:01,7.0,4
3372,2025-03-02 12:15:52,16.0,6
3373,2025-03-02 12:28:55,6.75,9
3374,2025-03-02 12:13:27,7.5,4
3375,2025-03-02 12:14:28,6.75,3
3376,2025-03-02 12:44:03,8.25,1
3377,2025-03-02 12:26:28,6.75,9
3378,2025-03-02 12:54:18,15.25,10
3379,2025-03-02 12:30:58,14.75,8
3380,2025-03-02 12:54:16,8.25,4
3381,2025-03-02 12:46:20,9.25,12
3382,2025-03-02 12:44:57,7.25,5
3383,2025-03-02 12:04:12,6.5,7
3384,2025-03-02 12:28:44,7.0,2
3385,2025-03-02 12:09:33,14.75,3
3386,2025-03-02 12:46:46,6.5,4
3387,2025-03-02 12:35:43,14.0,10
3388,2025-03-02 12:21:04,7.5,12
3389,2025-03-02 12:44:28,7.0,10
3390,2025-03-02 12:32:47,7.75,4
3391,2025-03-02 12:11:50,6.25,12
3392,2025-03-02 12:38:18,16.0,12
3393,2025-03-02 12:55:33,14.0,2
3394,2025-03-02 12:39:05,7.25,1
3395,2025-03-02 12:37:57,7.5,7
3396,2025-03-02 12:14:33,8.25,6
3397,2025-03-02 12:30:40,6.25,6
3398,2025-03-02 12:07:57,23.25,7
3399,2025-03-02 12:30:03,8.75,7
3400,2025-03-02 12:00:43,6.75,10
3401,2025-03-02 12:12:50,7.0,3
3402,2025-03-02 12:47:26,13.0,11
3403,2025-03-02 12:28:22,13.75,11
3404,2025-03-02 13:54:55,13.75,4
3405,2025-03-02 13:58:40,7.5,8
3406,2025-03-02 13:23:40,15.5,6
3407,2025-03-02 13:01:50,6.25,7
3408,2025-03-02 13:53:18,7.75,5
3409,2025-03-02 13:42:15,7.25,3
3410,2025-03-02 13:12:01,7.25,5
3411,2025-03-02 13:42:57,8.5,1
3412,2025-03-02 13:21:46,7.5,12
3413,2025-03-02 13:29:05,8.25,9
3414,2025-03-02 13:25:52,7.25,8
3415,2025-03-02 13:02:53,15.0,11
3416,2025-03-02 13:29:30,6.5,2
3417,2025-03-02 13:36:12,6.25,12
3418,2025-03-02 13:58:53,12.5,11
3419,2025-03-02 13:36:32,6.25,9
3420,2025-03-02 13:14:07,7.0,4
3421,2025-03-02 13:49:04,8.0,6
3422,2025-03-02 13:33:51,9.0,5
3423,2025-03-02 13:49:51,15.25,7
3424,2025-03-02 13:49:51,8.25,11
3425,2025-03-02 13:34:04,8.25,9
3426,2025-03-02 13:33:52,13.25,2
3427,2025-03-02 13:04:00,7.5,3
3428,2025-03-02 13:21:06,7.5,8
3429,2025-03-02 13:15:15,8.0,2
3430,2025-03-02 13:04:59,14.75,3
3431,2025-03-02 13:17:24,8.0,8
3432,2025-03-02 13:29:11,14.0,8
3433,2025-03-02 13:59:33,8.0,2
3434,2025-03-02 13:31:36,7.75,8
3435,2025-03-02 13:18:23,7.25,12
3436,2025-03-02 13:55:58,9.0,9
3437,2025-03-02 13:02:36,6.25,5
3438,2025-03-02 13:07:34,6.25,12
3439,2025-03-02 14:15:21,13.25,6
3440,2025-03-02 14:26:43,17.5,8
3441,2025-03-02 14:36:01,7.75,10
3442,2025-03-02 14:40:29,9.0,10
3443,2025-03-02 14:04:07,24.75,9
3444,2025-03-02 14:59:12,7.0,12
3445,2025-03-02 14:57:08,15.5,4
3446,2025-03-02 14:45:02,7.25,5
3447,2025-03-02 14:08:41,8.0,10
3448,2025-03-02 14:10:10,7.5,4
3449,2025-03-02 14:51:34,7.75,7
3450,2025-03-02 14:50:52,14.5,3
3451,2025-03-02 14:26:29,9.25,3
3452,2025-03-02 14:22:29,6.25,5
3453,2025-03-02 14:51:59,14.25,3
3454,2025-03-02 14:52:28,6.75,5
3455,2025-03-02 14:50:35,14.25,5
3456,2025-03-02 14:37:47,8.0,10
3457,2025-03-02 14:34:51,7.5,7
3458,2025-03-02 14:22:43,8.0,2
3459,2025-03-02 14:16:59,7.75,12
3460,2025-03-02 15:01:42,9.25,4
3461,2025-03-02 15:07:41,7.0,2
3462,2025-03-02 15:31:27,14.0,2
3463,2025-03-02 15:51:30,7.0,1
3464,2025-03-02 15:39:33,14.5,3
3465,2025-03-02 15:42:22,6.5,12
3466,2025-03-02 15:39:43,7.0,8
3467,2025-03-02 15:48:24,7.25,10
3468,2025-03-02 15:34:59,7.0,1
3469,2025-03-02 15:48:28,8.25,9
3470,2025-03-02 15:06:04,9.75,2
3471,2025-03-02 15:28:47,8.75,1
3472,2025-03-02 15:10:06,16.75,10
3473,2025-03-02 15:38:37,8.5,9
3474,2025-03-02 15:58:58,6.5,8
3475,2025-03-02 15:53:08,7.25,11
3476,2025-03-02 15:52:57,7.25,3
3477,2025-03-02 15:27:55,6.75,9
3478,2025-03-02 15:18:43,6.5,9
3479,2025-03-02 15:43:37,6.75,6
3480,2025-03-02 15:22:49,8.25,10
3481,2025-03-02 16:08:28,20.5,12
3482,2025-03-02 16:37:45,14.5,12
3483,2025-03-02 16:00:48,8.5,12
3484,2025-03-02 16:24:16,8.75,1
3485,2025-03-02 16:03:31,6.75,8
3486,2025-03-02 16:49:38,7.75,9
3487,2025-03-02 16:02:13,18.0,11
3488,2025-03-02 16:32:02,13.75,12
3489,2025-03-02 16:43:30,8.25,2
3490,2025-03-02 16:36:52,6.5,6
3491,2025-03-02 16:44:56,6.5,10
3492,2025-03-02 16:15:28,6.5,8
3493,2025-03-02 16:35:46,8.5,7
3494,2025-03-02 16:28:14,9.25,10
3495,2025-03-02 16:19:49,15.25,3
3496,2025-03-02 16:02:56,23.25,4
3497,2025-03-02 16:52:58,7.0,3
3498,2025-03-02 16:21:20,9.0,3
3499,2025-03-02 16:40:30,13.5,4
3500,2025-03-02 16:03:33,6.5,1
3501,2025-03-02 16:38:09,6.5,8
3502,2025-03-02 17:56:34,15.75,7
3503,2025-03-02 17:07:49,6.75,11
3504,2025-03-02 17:09:33,6.75,10
3505,2025-03-02 17:26:43,9.25,3
3506,2025-03-02 17:36:12,5.75,9
3507,2025-03-02 17:21:57,6.25,3
3508,2025-03-02 17:41:47,7.75,4
3509,2025-03-02 17:09:00,7.0,8
3510,2025-03-02 17:52:38,8.0,3
3511,2025-03-02 17:16:34,7.25,12
3512,2025-03-02 17:03:02,7.5,2
3513,2025-03-02 17:27:49,7.0,3
3514,2025-03-02 17:06:45,7.5,4
3515,2025-03-02 17:15:19,6.5,4
3516,2025-03-02 17:19:32,7.75,10
3517,2025-03-02 17:47:17,6.25,8
3518,2025-03-02 17:54:40,8.0,6
3519,2025-03-02 17:07:21,6.25,1
3520,2025-03-02 17:49:42,7.25,7
3521,2025-03-02 17:57:34,21.5,11
3522,2025-03-02 17:55:27,6.75,11
3523,2025-03-02 17:02:07,8.25,10
3524,2025-03-02 17:15:47,7.75,1
3525,2025-03-02 17:55:58,7.5,3
3526,2025-03-02 17:56:49,6.25,8
3527,2025-03-02 17:11:41,6.25,1
3528,2025-03-02 17:31:40,6.5,7
3529,2025-03-02 17:53:51,8.0,1
3530,2025-03-02 17:31:17,16.5,1
3531,2025-03-02 18:34:32,6.75,11
3532,2025-03-02 18:06:08,7.75,7
3533,2025-03-02 18:27:04,9.0,3
3534,2025-03-02 18:03:43,7.0,12
3535,2025-03-02 18:58:07,7.5,11
3536,2025-03-02 18:27:59,7.75,10
3537,2025-03-02 18:27:09,20.75,5
3538,2025-03-02 18:45:31,15.75,4
3539,2025-03-02 18:47:23,8.75,4
3540,2025-03-02 18:53:32,6.25,11
3541,2025-03-02 18:11:06,14.5,8
3542,2025-03-02 18:02:39,22.0,7
3543,2025-03-02 18:26:30,9.5,1
3544,2025-03-02 18:18:05,7.0,10
3545,2025-03-02 18:25:43,6.75,11
3546,2025-03-02 18:12:30,15.0,7
3547,2025-03-02 18:31:59,7.25,6
3548,2025-03-02 18:29:09,8.25,12
3549,2025-03-02 18:22:51,7.0,5
3550,2025-03-02 18:59:53,7.5,5
3551,2025-03-02 18:48:15,5.75,9
3552,2025-03-02 18:54:33,7.25,11
3553,2025-03-02 18:47:53,9.0,11
3554,2025-03-02 18:14:06,20.25,10
3555,2025-03-02 18:25:54,23.75,6
3556,2025-03-02 18:31:58,14.75,6
3557,2025-03-02 18:48:46,6.25,7
3558,2025-03-02 18:19:36,9.5,10
3559,2025-03-02 18:59:22,13.25,10
3560,2025-03-02 19:57:20,14.5,2
3561,2025-03-02 19:37:49,17.25,9
3562,2025-03-02 19:41:51,8.5,10
3563,2025-03-02 19:56:46,15.25,11
3564,2025-03-02 19:27:12,7.75,3
3565,2025-03-02 19:52:06,7.0,5
3566,2025-03-02 19:32:17,16.75,10
3567,2025-03-02 19:23:16,15.75,8
3568,2025-03-02 19:06:59,7.25,3
3569,2025-03-02 19:10:46,8.0,4
3570,2025-03-02 19:57:16,5.5,5
3571,2025-03-02 19:27:53,7.25,6
3572,2025-03-02 19:28:46,20.5,4
3573,2025-03-02 19:54:23,9.75,5
3574,2025-03-02 19:00:06,8.25,3
3575,2025-03-02 19:56:55,7.5,4
3576,2025-03-02 19:44:31,7.5,4
3577,2025-03-02 19:00:20,7.75,12
3578,2025-03-02 19:23:07,20.75,9
3579,2025-03-02 19:22:57,6.75,4
3580,2025-03-02 19:43:56,19.75,12
3581,2025-03-02 19:18:07,14.0,9
3582,2025-03-02 19:32:24,13.25,1
3583,2025-03-02 19:55:38,7.25,11
3584,2025-03-02 19:44:30,7.25,7
3585,2025-03-02 19:21:18,17.75,5
3586,2025-03-02 19:12:02,7.75,5
3587,2025-03-02 19:31:24,6.5,10
3588,2025-03-02 19:00:31,14.0,9
3589,2025-03-02 20:36:50,7.25,6
3590,2025-03-02 20:48:08,18.0,8
3591,2025-03-02 20:45:49,24.0,11
3592,2025-03-02 20:13:33,15.75,5
3593,2025-03-02 20:57:22,7.75,7
3594,2025-03-02 20:54:25,20.5,2
3595,2025-03-02 20:46:36,13.0,5
3596,2025-03-02 20:43:44,7.0,6
3597,2025-03-02 20:40:33,16.25,9
3598,2025-03-02 20:29:51,6.25,9
3599,2025-03-02 20:31:54,7.75,2
3600,2025-03-02 20:55:55,6.5,8
3601,2025-03-02 20:03:10,7.75,2
3602,2025-03-02 20:14:52,9.25,10
3603,2025-03-02 20:44:45,13.0,3
3604,2025-03-02 20:30:16,8.0,2
3605,2025-03-02 20:21:26,8.5,3
3606,2025-03-02 20:19:23,6.25,4
3607,2025-03-02 20:00:15,7.25,8
3608,2025-03-02 20:21:59,8.0,8
3609,2025-03-02 20:24:01,8.0,6
3610,2025-03-02 20:56:26,8.0,5
3611,2025-03-02 20:52:55,9.75,6
3612,2025-03-02 20:30:48,7.5,12
3613,2025-03-02 20:51:17,6.75,8
3614,2025-03-02 20:20:14,6.5,8
3615,2025-03-02 20:51:09,7.5,7
3616,2025-03-02 20:19:50,15.25,12
3617,2025-03-02 20:33:06,6.25,4
3618,2025-03-02 21:51:54,22.0,9
3619,2025-03-02 21:10:25,8.5,5
3620,2025-03-02 21:45:34,18.0,1
3621,2025-03-02 21:02:32,6.25,7
3622,2025-03-02 21:16:17,6.75,6
3623,2025-03-03 08:36:15,6.75,9
3624,2025-03-03 08:25:41,9.75,11
3625,2025-03-03 08:56:22,14.25,11
3626,2025-03-03 08:08:43,7.5,5
3627,2025-03-03 08:17:41,7.0,8
3628,2025-03-03 08:14:13,6.75,3
3629,2025-03-03 08:33:20,7.0,4
3630,2025-03-03 08:57:48,7.25,10
3631,2025-03-03 08:27:42,8.5,12
3632,2025-03-03 09:19:24,8.75,8
3633,2025-03-03 09:32:11,7.75,7
3634,2025-03-03 09:49:36,8.0,9
3635,2025-03-03 09:28:54,7.25,3
3636,2025-03-03 09:25:29,15.75,2
3637,2025-03-03 09:02:59,21.0,9
3638,2025-03-03 09:23:47,6.5,4
3639,2025-03-03 09:34:40,7.25,1
3640,2025-03-03 09:15:03,7.75,7
3641,2025-03-03 10:10:21,6.5,10
3642,2025-03-03 10:45:29,6.75,7
3643,2025-03-03 10:44:16,6.5,5
3644,2025-03-03 10:23:17,6.5,9
3645,2025-03-03 10:36:13,7.25,8
3646,2025-03-03 10:02:42,7.25,5
3647,2025-03-03 10:31:34,6.25,10
3648,2025-03-03 10:43:04,7.0,4
3649,2025-03-03 10:28:23,14.0,6
3650,2025-03-03 11:59:23,16.5,8
3651,2025-03-03 11:03:40,7.75,9
3652,2025-03-03 11:24:26,6.25,11
3653,2025-03-03 11:41:14,7.0,6
3654,2025-03-03 11:27:42,5.5,7
3655,2025-03-03 11:31:35,6.5,8
3656,2025-03-03 11:55:03,8.75,11
3657,2025-03-03 11:57:47,7.0,4
3658,2025-03-03 11:31:34,9.0,3
3659,2025-03-03 11:06:14,7.75,11
3660,2025-03-03 11:00:40,16.5,8
3661,2025-03-03 11:43:01,7.0,1
3662,2025-03-03 11:07:08,7.5,3
3663,2025-03-03 11:29:52,14.0,6
3664,2025-03-03 11:29:29,6.5,6
3665,2025-03-03 11:53:43,13.0,8
3666,2025-03-03 11:44:59,9.0,12
3667,2025-03-03 11:30:50,8.0,10
3668,2025-03-03 11:41:41,7.5,7
3669,2025-03-03 11:50:17,7.0,5
3670,2025-03-03 11:45:25,14.5,12
3671,2025-03-03 11:12:18,16.0,10
3672,2025-03-03 11:12:50,9.25,7
3673,2025-03-03 11:52:17,7.75,3
3674,2025-03-03 11:42:29,6.25,2
3675,2025-03-03 11:30:13,16.5,7
3676,2025-03-03 11:25:57,14.5,1
3677,2025-03-03 12:39:51,6.5,3
3678,2025-03-03 12:36:54,8.5,6
3679,2025-03-03 12:20:00,7.5,4
3680,2025-03-03 12:23:41,8.75,1
3681,2025-03-03 12:27:33,16.0,1
3682,2025-03-03 12:46:23,16.0,6
3683,2025-03-03 12:06:08,14.75,8
3684,2025-03-03 12:45:54,7.75,7
3685,2025-03-03 12:48:16,13.5,4
3686,2025-03-03 12:32:16,6.5,9
3687,2025-03-03 12:27:02,7.75,8
3688,2025-03-03 12:43:11,8.0,5
3689,2025-03-03 12:49:52,6.25,5
3690,2025-03-03 12:50:34,6.5,12
3691,2025-03-03 12:05:55,6.5,11
3692,2025-03-03 12:55:32,16.75,11
3693,2025-03-03 12:23:07,15.25,9
3694,2025-03-03 12:06:23,14.5,3
3695,2025-03-03 12:15:41,7.75,4
3696,2025-03-03 12:35:17,16.0,2
